name,team,sport,stat,matchup,projection,line,edge,direction,reason,clean_name,augmented_projection,projection_delta,actual
P   Aroldis Chapman,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,Targeting P   Aroldis Chapman UNDER 7.0 3B. Model projects 0.0 (7.00 edge). Recent trends and opponent weakness support this play.,Aroldis Chapman,0.0,0.0,
P   Aroldis Chapman,Boston Red Sox,mlb,BB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,P   Aroldis Chapman shows UNDER value at 7.0 BB. TC projection: 0.0 — edge: 7.00. Strong conviction based on usage rate and defensive matchup.,Aroldis Chapman,0.0,0.0,
P   Aroldis Chapman,Boston Red Sox,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,Targeting P   Aroldis Chapman UNDER 7.0 SB. Model projects 0.0 (7.00 edge). Recent trends and opponent weakness support this play.,Aroldis Chapman,0.0,0.0,
C   Carlos Narváez,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,C   Carlos Narváez shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 7.00. Strong conviction based on usage rate and defensive matchup.,Carlos Narváez,0.0,0.0,
C   Connor Wong,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,C   Connor Wong shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 7.00. Strong conviction based on usage rate and defensive matchup.,Connor Wong,0.0,0.0,
P   Garrett Whitlock,Boston Red Sox,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,"Strong +EV opportunity: P   Garrett Whitlock is projected for 0.0 H vs a line of 7.0, giving a UNDER edge of 7.00. Based on recent form, opponent matchup, and game context.",Garrett Whitlock,0.0,0.0,
P   Garrett Whitlock,Boston Red Sox,mlb,R,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,Targeting P   Garrett Whitlock UNDER 7.0 R. Model projects 0.0 (7.00 edge). Recent trends and opponent weakness support this play.,Garrett Whitlock,0.0,0.0,
P   Garrett Whitlock,Boston Red Sox,mlb,RBI,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,"Strong +EV opportunity: P   Garrett Whitlock is projected for 0.0 RBI vs a line of 7.0, giving a UNDER edge of 7.00. Based on recent form, opponent matchup, and game context.",Garrett Whitlock,0.0,0.0,
P   Garrett Whitlock,Boston Red Sox,mlb,HR,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,P   Garrett Whitlock shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 7.00. Strong conviction based on usage rate and defensive matchup.,Garrett Whitlock,0.0,0.0,
P   Garrett Whitlock,Boston Red Sox,mlb,2B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,Targeting P   Garrett Whitlock UNDER 7.0 2B. Model projects 0.0 (7.00 edge). Recent trends and opponent weakness support this play.,Garrett Whitlock,0.0,0.0,
P   Garrett Whitlock,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,"Strong +EV opportunity: P   Garrett Whitlock is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 7.00. Based on recent form, opponent matchup, and game context.",Garrett Whitlock,0.0,0.0,
P   Garrett Whitlock,Boston Red Sox,mlb,BB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,P   Garrett Whitlock shows UNDER value at 7.0 BB. TC projection: 0.0 — edge: 7.00. Strong conviction based on usage rate and defensive matchup.,Garrett Whitlock,0.0,0.0,
P   Garrett Whitlock,Boston Red Sox,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,"Strong +EV opportunity: P   Garrett Whitlock is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 7.00. Based on recent form, opponent matchup, and game context.",Garrett Whitlock,0.0,0.0,
OF  Jahmai Jones,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,"Strong +EV opportunity: OF  Jahmai Jones is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 7.00. Based on recent form, opponent matchup, and game context.",OF  Jahmai Jones,0.0,0.0,
OF  Jahmai Jones,Boston Red Sox,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,"Strong +EV opportunity: OF  Jahmai Jones is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 7.00. Based on recent form, opponent matchup, and game context.",OF  Jahmai Jones,0.0,0.0,
SS  Tsung-Che Cheng,Boston Red Sox,mlb,HR,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,Targeting SS  Tsung-Che Cheng UNDER 7.0 HR. Model projects 0.0 (7.00 edge). Recent trends and opponent weakness support this play.,Tsung-Che Cheng,0.0,0.0,
SS  Tsung-Che Cheng,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,Targeting SS  Tsung-Che Cheng UNDER 7.0 3B. Model projects 0.0 (7.00 edge). Recent trends and opponent weakness support this play.,Tsung-Che Cheng,0.0,0.0,
SS  Tsung-Che Cheng,Boston Red Sox,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.0,7.0,-7.0,UNDER,SS  Tsung-Che Cheng shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 7.00. Strong conviction based on usage rate and defensive matchup.,Tsung-Che Cheng,0.0,0.0,
2B  Hao-Yu Lee,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: 2B  Hao-Yu Lee is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Hao-Yu Lee,0.01,0.0,
2B  Hao-Yu Lee,Detroit Tigers,mlb,SB,Kansas_City_Royals_at_Detroit_Tigers,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: 2B  Hao-Yu Lee is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Hao-Yu Lee,0.01,0.0,
LF  Riley Greene,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.01,7.0,-6.99,UNDER,LF  Riley Greene shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.99. Strong conviction based on usage rate and defensive matchup.,Riley Greene,0.01,0.0,
2B  Zach McKinstry,Detroit Tigers,mlb,SB,Kansas_City_Royals_at_Detroit_Tigers,0.01,7.0,-6.99,UNDER,2B  Zach McKinstry shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.99. Strong conviction based on usage rate and defensive matchup.,Zach McKinstry,0.01,0.0,
3B  Alec Bohm,Philadelphia Phillies,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.01,7.0,-6.99,UNDER,3B  Alec Bohm shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.99. Strong conviction based on usage rate and defensive matchup.,Alec Bohm,0.01,0.0,
DH  Kyle Schwarber,Philadelphia Phillies,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.01,7.0,-6.99,UNDER,Targeting DH  Kyle Schwarber UNDER 7.0 3B. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,Kyle Schwarber,0.01,0.0,
RF  Esteury Ruiz,Miami Marlins,mlb,3B,San_Diego_Padres_at_Miami_Marlins,0.01,7.0,-6.99,UNDER,RF  Esteury Ruiz shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.99. Strong conviction based on usage rate and defensive matchup.,Esteury Ruiz,0.01,0.0,
LF  Heriberto Hernández,Miami Marlins,mlb,3B,San_Diego_Padres_at_Miami_Marlins,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: LF  Heriberto Hernández is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Heriberto Hernández,0.01,0.0,
LF  Kyle Stowers,Miami Marlins,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: LF  Kyle Stowers is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Kyle Stowers,0.01,0.0,
C   Liam Hicks,Miami Marlins,mlb,3B,San_Diego_Padres_at_Miami_Marlins,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: C   Liam Hicks is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Liam Hicks,0.01,0.0,
2B  Cole Young,Seattle Mariners,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: 2B  Cole Young is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Cole Young,0.01,0.0,
DH  Dominic Canzone,Seattle Mariners,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: DH  Dominic Canzone is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Dominic Canzone,0.01,0.0,
DH  Dominic Canzone,Seattle Mariners,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,Targeting DH  Dominic Canzone UNDER 7.0 SB. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,Dominic Canzone,0.01,0.0,
SS  J.P. Crawford,Seattle Mariners,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,Targeting SS  J.P. Crawford UNDER 7.0 SB. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,J.P. Crawford,0.01,0.0,
RF  Luke Raley,Seattle Mariners,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,Targeting RF  Luke Raley UNDER 7.0 3B. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,Luke Raley,0.01,0.0,
RF  Luke Raley,Seattle Mariners,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,RF  Luke Raley shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.99. Strong conviction based on usage rate and defensive matchup.,Luke Raley,0.01,0.0,
LF  Randy Arozarena,Seattle Mariners,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: LF  Randy Arozarena is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Randy Arozarena,0.01,0.0,
LF  Alejandro Osuna,Texas Rangers,mlb,HR,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,LF  Alejandro Osuna shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.99. Strong conviction based on usage rate and defensive matchup.,Alejandro Osuna,0.01,0.0,
DH  Joc Pederson,Texas Rangers,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: DH  Joc Pederson is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Joc Pederson,0.01,0.0,
3B  Josh Jung,Texas Rangers,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,Targeting 3B  Josh Jung UNDER 7.0 3B. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,Josh Jung,0.01,0.0,
3B  Josh Jung,Texas Rangers,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.01,7.0,-6.99,UNDER,Targeting 3B  Josh Jung UNDER 7.0 SB. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,Josh Jung,0.01,0.0,
SS  Andrés Giménez,Toronto Blue Jays,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.01,7.0,-6.99,UNDER,Targeting SS  Andrés Giménez UNDER 7.0 3B. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,Andrés Giménez,0.01,0.0,
C   Brandon Valenzuela,Toronto Blue Jays,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.01,7.0,-6.99,UNDER,C   Brandon Valenzuela shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.99. Strong conviction based on usage rate and defensive matchup.,Brandon Valenzuela,0.01,0.0,
2B  Ernie Clement,Toronto Blue Jays,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: 2B  Ernie Clement is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Ernie Clement,0.01,0.0,
DH  George Springer,Toronto Blue Jays,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.01,7.0,-6.99,UNDER,Targeting DH  George Springer UNDER 7.0 3B. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,George Springer,0.01,0.0,
SS  Andruw Monasterio,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.01,7.0,-6.99,UNDER,Targeting SS  Andruw Monasterio UNDER 7.0 3B. Model projects 0.0 (6.99 edge). Recent trends and opponent weakness support this play.,Andruw Monasterio,0.01,0.0,
3B  Caleb Durbin,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.01,7.0,-6.99,UNDER,3B  Caleb Durbin shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.99. Strong conviction based on usage rate and defensive matchup.,Caleb Durbin,0.01,0.0,
DH  Masataka Yoshida,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.01,7.0,-6.99,UNDER,"Strong +EV opportunity: DH  Masataka Yoshida is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.99. Based on recent form, opponent matchup, and game context.",Masataka Yoshida,0.01,0.0,
3B  Colt Keith,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,Targeting 3B  Colt Keith UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Colt Keith,0.02,0.0,
C   Dillon Dingler,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,C   Dillon Dingler shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Dillon Dingler,0.02,0.0,
C   Jake Rogers,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,Targeting C   Jake Rogers UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Jake Rogers,0.02,0.0,
C   Jake Rogers,Detroit Tigers,mlb,SB,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,Targeting C   Jake Rogers UNDER 7.0 SB. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Jake Rogers,0.02,0.0,
CF  James Outman,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,CF  James Outman shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,James Outman,0.02,0.0,
RF  Kerry Carpenter,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,Targeting RF  Kerry Carpenter UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Kerry Carpenter,0.02,0.0,
CF  Matt Vierling,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,Targeting CF  Matt Vierling UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Matt Vierling,0.02,0.0,
LF  Riley Greene,Detroit Tigers,mlb,SB,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,"Strong +EV opportunity: LF  Riley Greene is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.98. Based on recent form, opponent matchup, and game context.",Riley Greene,0.02,0.0,
2B  Zach McKinstry,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.02,7.0,-6.98,UNDER,Targeting 2B  Zach McKinstry UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Zach McKinstry,0.02,0.0,
LF  Brandon Marsh,Philadelphia Phillies,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.02,7.0,-6.98,UNDER,Targeting LF  Brandon Marsh UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Brandon Marsh,0.02,0.0,
1B  Bryce Harper,Philadelphia Phillies,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.02,7.0,-6.98,UNDER,1B  Bryce Harper shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Bryce Harper,0.02,0.0,
2B  Edmundo Sosa,Philadelphia Phillies,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.02,7.0,-6.98,UNDER,2B  Edmundo Sosa shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Edmundo Sosa,0.02,0.0,
CF  Justin Crawford,Philadelphia Phillies,mlb,HR,New_York_Yankees_at_Philadelphia_Phillies,0.02,7.0,-6.98,UNDER,Targeting CF  Justin Crawford UNDER 7.0 HR. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Justin Crawford,0.02,0.0,
DH  Kyle Schwarber,Philadelphia Phillies,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.02,7.0,-6.98,UNDER,DH  Kyle Schwarber shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Kyle Schwarber,0.02,0.0,
3B  Graham Pauley,Miami Marlins,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.02,7.0,-6.98,UNDER,3B  Graham Pauley shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Graham Pauley,0.02,0.0,
3B  Graham Pauley,Miami Marlins,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.02,7.0,-6.98,UNDER,3B  Graham Pauley shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Graham Pauley,0.02,0.0,
3B  Javier Sanoja,Miami Marlins,mlb,3B,San_Diego_Padres_at_Miami_Marlins,0.02,7.0,-6.98,UNDER,3B  Javier Sanoja shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Javier Sanoja,0.02,0.0,
3B  Leo Jiménez,Miami Marlins,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.02,7.0,-6.98,UNDER,Targeting 3B  Leo Jiménez UNDER 7.0 SB. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Leo Jiménez,0.02,0.0,
C   Liam Hicks,Miami Marlins,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.02,7.0,-6.98,UNDER,C   Liam Hicks shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Liam Hicks,0.02,0.0,
C   Cal Raleigh,Seattle Mariners,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.02,7.0,-6.98,UNDER,C   Cal Raleigh shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Cal Raleigh,0.02,0.0,
2B  Cole Young,Seattle Mariners,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.02,7.0,-6.98,UNDER,2B  Cole Young shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Cole Young,0.02,0.0,
SS  Colt Emerson,Seattle Mariners,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.02,7.0,-6.98,UNDER,Targeting SS  Colt Emerson UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Colt Emerson,0.02,0.0,
CF  Evan Carter,Texas Rangers,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.02,7.0,-6.98,UNDER,Targeting CF  Evan Carter UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Evan Carter,0.02,0.0,
SS  Ezequiel Duran,Texas Rangers,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.02,7.0,-6.98,UNDER,SS  Ezequiel Duran shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Ezequiel Duran,0.02,0.0,
1B  Jake Burger,Texas Rangers,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.02,7.0,-6.98,UNDER,Targeting 1B  Jake Burger UNDER 7.0 SB. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Jake Burger,0.02,0.0,
DH  Joc Pederson,Texas Rangers,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.02,7.0,-6.98,UNDER,Targeting DH  Joc Pederson UNDER 7.0 3B. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Joc Pederson,0.02,0.0,
2B  Nicky Lopez,Texas Rangers,mlb,HR,Seattle_Mariners_at_Texas_Rangers,0.02,7.0,-6.98,UNDER,2B  Nicky Lopez shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Nicky Lopez,0.02,0.0,
CF  Daulton Varsho,Toronto Blue Jays,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.02,7.0,-6.98,UNDER,"Strong +EV opportunity: CF  Daulton Varsho is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.98. Based on recent form, opponent matchup, and game context.",Daulton Varsho,0.02,0.0,
LF  Davis Schneider,Toronto Blue Jays,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.02,7.0,-6.98,UNDER,Targeting LF  Davis Schneider UNDER 7.0 SB. Model projects 0.0 (6.98 edge). Recent trends and opponent weakness support this play.,Davis Schneider,0.02,0.0,
2B  Ernie Clement,Toronto Blue Jays,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.02,7.0,-6.98,UNDER,"Strong +EV opportunity: 2B  Ernie Clement is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.98. Based on recent form, opponent matchup, and game context.",Ernie Clement,0.02,0.0,
C   Carlos Narváez,Boston Red Sox,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.02,7.0,-6.98,UNDER,"Strong +EV opportunity: C   Carlos Narváez is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.98. Based on recent form, opponent matchup, and game context.",Carlos Narváez,0.02,0.0,
C   Connor Wong,Boston Red Sox,mlb,HR,Toronto_Blue_Jays_at_Boston_Red_Sox,0.02,7.0,-6.98,UNDER,"Strong +EV opportunity: C   Connor Wong is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.98. Based on recent form, opponent matchup, and game context.",Connor Wong,0.02,0.0,
1B  Willson Contreras,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.02,7.0,-6.98,UNDER,1B  Willson Contreras shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.98. Strong conviction based on usage rate and defensive matchup.,Willson Contreras,0.02,0.0,
1B  Ildemaro Vargas,Arizona Diamondbacks,mlb,3B,Arizona_Diamondbacks_at_Washington_Nationals,0.03,7.0,-6.97,UNDER,1B  Ildemaro Vargas shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Ildemaro Vargas,0.03,0.0,
3B  Nolan Arenado,Arizona Diamondbacks,mlb,SB,Arizona_Diamondbacks_at_Washington_Nationals,0.03,7.0,-6.97,UNDER,3B  Nolan Arenado shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Nolan Arenado,0.03,0.0,
3B  Brooks Lee,Minnesota Twins,mlb,3B,Athletics_at_Minnesota_Twins,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: 3B  Brooks Lee is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Brooks Lee,0.03,0.0,
CF  Colton Cowser,Baltimore Orioles,mlb,2B,Atlanta_Braves_at_Baltimore_Orioles,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: CF  Colton Cowser is projected for 0.0 2B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Colton Cowser,0.03,0.0,
C   Henry Davis,Pittsburgh Pirates,mlb,SB,Chicago_Cubs_at_Pittsburgh_Pirates,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: C   Henry Davis is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Henry Davis,0.03,0.0,
C   Jose Trevino,Cincinnati Reds,mlb,BB,Cincinnati_Reds_at_St_Louis_Cardinals,0.03,7.0,-6.97,UNDER,Targeting C   Jose Trevino UNDER 7.0 BB. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Jose Trevino,0.03,0.0,
SS  Cooper Pratt,Milwaukee Brewers,mlb,HR,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,SS  Cooper Pratt shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Cooper Pratt,0.03,0.0,
SS  Cooper Pratt,Milwaukee Brewers,mlb,3B,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,Targeting SS  Cooper Pratt UNDER 7.0 3B. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Cooper Pratt,0.03,0.0,
3B  David Hamilton,Milwaukee Brewers,mlb,HR,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: 3B  David Hamilton is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",David Hamilton,0.03,0.0,
SS  Kevin McGonigle,Detroit Tigers,mlb,3B,Kansas_City_Royals_at_Detroit_Tigers,0.03,7.0,-6.97,UNDER,SS  Kevin McGonigle shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Kevin McGonigle,0.03,0.0,
C   J.T. Realmuto,Philadelphia Phillies,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.03,7.0,-6.97,UNDER,C   J.T. Realmuto shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,J.T. Realmuto,0.03,0.0,
