date,league,matchup,player,team,stat,direction,tc_projection,actual,result
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Kayla Thornton Over,-155,8.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Janelle Salaun Over,-118,9.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Janelle Salaun Over,114,10.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Gabby Williams Over,-103,16.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Veronica Burton Over,-112,12.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Naz Hillmon Over,-143,7.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Veronica Burton Over,-152,11.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Veronica Burton Over,120,13.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Janelle Salaun Over,-165,8.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Jordin Canada Over,102,11.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Allisha Gray Over,-167,16.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Kayla Thornton Over,-110,9.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Allisha Gray Over,-127,17.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Gabby Williams Over,-134,15.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Allisha Gray Over,102,18.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Rhyne Howard Over,-112,18.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Angel Reese Over,-113,13.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,draftkings,player_rebounds,Angel Reese Over,-131,11.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,draftkings,player_rebounds,Angel Reese Under,-104,11.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,draftkings,player_rebounds,Jordin Canada Over,-109,3.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,draftkings,player_rebounds,Jordin Canada Under,-125,3.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_rebounds,Jordin Canada Over,-105,3.5,2026-06-27T00:03:25.130985+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_rebounds,Jordin Canada Under,-123,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Nneka Ogwumike Over,-102,2.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Nneka Ogwumike Under,-130,2.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Dearica Hamby Over,142,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Dearica Hamby Under,-192,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Aliyah Boston Over,122,4.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Aliyah Boston Under,-162,4.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Erica Wheeler Over,104,5.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Erica Wheeler Under,-138,5.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Kelsey Mitchell Over,134,4.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_assists,Kelsey Mitchell Under,-180,4.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_assists,Kelsey Mitchell Over,-167,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_assists,Kelsey Mitchell Under,123,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_assists,Aliyah Boston Over,-157,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_assists,Aliyah Boston Under,115,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_assists,Dearica Hamby Over,113,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_assists,Dearica Hamby Under,-153,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Dearica Hamby Over,128,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Dearica Hamby Under,-167,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Kelsey Mitchell Over,-161,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Kelsey Mitchell Under,123,3.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Nneka Ogwumike Over,104,2.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Nneka Ogwumike Under,-135,2.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Erica Wheeler Over,106,5.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Erica Wheeler Under,-137,5.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Aliyah Boston Over,122,4.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_assists,Aliyah Boston Under,-159,4.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_double_double,Aliyah Boston Yes,100,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_double_double,Nneka Ogwumike Yes,150,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_double_double,Dearica Hamby Yes,230,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_double_double,Erica Wheeler Yes,1700,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_double_double,Monique Billings Yes,2000,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanatics,player_double_double,Nneka Ogwumike Yes,185,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanatics,player_double_double,Dearica Hamby Yes,300,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_double_double,Aliyah Boston Yes,106,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_double_double,Dearica Hamby Yes,234,,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Nneka Ogwumike Over,-102,18.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Nneka Ogwumike Under,-128,18.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Sophie Cunningham Over,-108,10.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Sophie Cunningham Under,-120,10.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Lexie Hull Over,-130,8.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Lexie Hull Under,100,8.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Kelsey Mitchell Over,-104,23.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Kelsey Mitchell Under,-125,23.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Dearica Hamby Over,-108,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Dearica Hamby Under,-120,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Erica Wheeler Over,-113,10.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Erica Wheeler Under,-115,10.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Rae Burrell Over,-122,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Rae Burrell Under,-106,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Aliyah Boston Over,-108,16.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points,Aliyah Boston Under,-120,16.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points,Kelsey Mitchell Over,-105,23.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points,Kelsey Mitchell Under,-127,23.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points,Nneka Ogwumike Over,-111,18.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points,Nneka Ogwumike Under,-120,18.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points,Aliyah Boston Over,-118,16.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points,Aliyah Boston Under,-113,16.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points,Dearica Hamby Over,-128,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points,Dearica Hamby Under,-103,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Aliyah Boston Over,-110,16.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Aliyah Boston Under,-118,16.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Dearica Hamby Over,-112,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Dearica Hamby Under,-115,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Nneka Ogwumike Over,-102,18.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Nneka Ogwumike Under,-127,18.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Rae Burrell Over,-123,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Rae Burrell Under,-104,14.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Kelsey Mitchell Over,-101,23.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Kelsey Mitchell Under,-128,23.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Erica Wheeler Over,-112,10.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Erica Wheeler Under,-115,10.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Sophie Cunningham Over,100,10.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Sophie Cunningham Under,-130,10.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Lexie Hull Over,-132,8.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points,Lexie Hull Under,102,8.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points_rebounds_assists,Dearica Hamby Over,-112,25.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points_rebounds_assists,Dearica Hamby Under,-118,25.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points_rebounds_assists,Aliyah Boston Over,-130,29.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points_rebounds_assists,Aliyah Boston Under,-102,29.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points_rebounds_assists,Nneka Ogwumike Over,-112,29.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points_rebounds_assists,Nneka Ogwumike Under,-118,29.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points_rebounds_assists,Kelsey Mitchell Over,-110,29.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,fanduel,player_points_rebounds_assists,Kelsey Mitchell Under,-120,29.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points_rebounds_assists,Aliyah Boston Over,-111,30.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points_rebounds_assists,Aliyah Boston Under,-122,30.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points_rebounds_assists,Dearica Hamby Over,-110,26.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,draftkings,player_points_rebounds_assists,Dearica Hamby Under,-124,26.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points_rebounds_assists,Aliyah Boston Over,-108,30.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points_rebounds_assists,Aliyah Boston Under,-120,30.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points_rebounds_assists,Dearica Hamby Over,-111,25.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points_rebounds_assists,Dearica Hamby Under,-116,25.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points_rebounds_assists,Nneka Ogwumike Over,-108,29.5,2026-06-27T00:03:25.130985+00:00
2976904bb157e89760ef6add768dbb97,basketball_wnba,Indiana Fever,Los Angeles Sparks,2026-06-28T00:00:00+00:00,betonlineag,player_points_rebounds_assists,Nneka Ogwumike Under,-120,29.5,2026-06-27T00:03:25.130985+00:00
